train_002028	Đóng gói sản phẩm mình k hài lòng vì son để chung mặt nạ. Mình đặt mặt nạ xanh với tím nhưng lúc nhận chỉ có mặt nạ xanh	Negative
train_012343	Nhìn y như hàng nhái Không đáng tiền	Negative
train_011748	Làm ăn tệ :)	Negative
train_010899	Chất lượng sản phẩm kém.mua loài quat gan trực tiep vo dt ma dua nzay lam sao gan	Negative
train_004787	Nhìn đểu nhưng tiền nào của đó	Negative
train_003619	Bánh rất rất rất ngon. Vừa nhận đc thì hết ngay 1 bịt. Hihi :)	Positive
train_007197	Giao hàng nhanh giá rẻ chất lượng tốt mua 20 máy k lỗi máy nào	Positive
train_012683	không như mong đợi	Negative
train_006480	Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền	Positive
train_009341	Không có hộp adidas	Positive
train_002776	Giọng văn mang tính chất kể lể không có trọng tâm hay điểm nhấn nên không có sự lôi cuốn.	Negative
train_014462	Đẹp và chắc chắn 😘😘😘	Positive
train_011820	Ko ngon. Khô còn ẩm. Gia vị quá nhiều	Negative
train_011246	Điện thoại chất lượng rất kém tốt nhất nên mua hàng chuẩn Nokia	Negative
train_004008	Vòng dây dài quá . Tay m cũng to mà vẫn thấy dài. Nhìn đẹp hơn hình. Đóng gói cẩn thận. Tiếc cậy lẫy để di chuyển cho nấc khoá ngắn lại thì sau đó chốt lại lỏng k đóng đk	Positive
train_009004	Sữa uống rất ngon	Positive
train_007723	Chất lượng sản phẩm rất kém.k sạc được	Negative
train_014123	Hàng đẹp hài lòng	Positive
train_007241	Hàng fake :)	Negative
train_008887	Hộp xấu quá	Negative
train_010989	Nhận sp bị móp méo lần thứ hai liên tiếp trong tháng mua hàng phải trả lại..	Negative
train_009317	mua với giá rẻ không biết hàng tn check mã ok	Positive
train_006626	bánh ngon nhưng mình ko hài lòng ở việc kê khống giá để giảm. thật tế giá giảm cũng đã cao hơn giá thị trường rồi. sẽ ko mua hàng ở tiki nữa.	Negative
train_012709	cpu hỏng rồi anh ơi cho em link fb để em giao tiếp chứ shopee khóa mồm em rồi	Negative
train_015905	Lần này mình k hài lòng về nhận sách cho lắm. Hộp nguyên vẹn nhưng khi mở ra sách nhu bị đâm thủng rách xuyên vào trong khá nhiều tráng. Vì hộp còn nguyên nên mình nghĩ do phần chọn sách trc khi đóng hộp	Negative
train_004955	Đã nhận được sp nhưng chưa sử dung	Positive
train_015105	Chất lượng sản phẩm tuyệt vời Màu đẹp nhưng chưa có time sơn lên tay. Cảm ơn shop đã tổ chức deal ak. Shop nhiệt tình chu đáo lắm. Có mỗi lọ sơn bé tý mà gói hẳn hộp dán băng keo kín mít rùi cả chống xốc. Yêu yêu ❤️❤️❤️❤️	Positive
train_009942	Giao sai màu đã ghi chú trong note đưa màu hồng để trên xe hơi nam	Negative
train_015471	Mở ra có mỗi vỏ ko thấy kính cường lực ở trong	Negative
train_007096	dở quá. mua về k dám xài sợ bị nổ	Negative
train_003999	Sản phẩm tốt phí vận chuyển cao hơn bưu điện nhiều quá	Positive
train_015679	Mua 2 mau mà giao mau rabbit hang vai xấu mỏng cứng . Hàng qc vải tốt mát mà nhan hàng thất vọng .	Negative
train_003934	Đóng gói sản phẩm rất đẹp và chắc chắn hàng ik ảnh.vải áo thì tốt mà quần thì cứng ạ	Positive
train_005947	Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh nhưng thời gian chuẩn bị hàng hơi lâu 😂😂😂😂😂	Positive
train_006819	quá ok luôn ậ	Positive
train_006674	So với giá KM thì người mua khá lợi. Ốp đẹp và chắc chắn.	Positive
train_008935	Thiết nghĩ tiki nên ghi rõ đâu là sách giãm giá đâu là sách xã hàng thấy mn nói hay mua về ai dè có dấu mộc của nhà xuất bản trẻ thường chỉ dùng cho sách củ hay sách xã hàng .	Negative
train_013794	Rất không đáng tiền cứng k thấm nước	Negative
train_012374	Dong goi dep. SP tuong ung voi tien mua	Positive
train_002367	Đường may kém chất lượng . Mất hết phong dáng	Negative
train_010692	Sau khi cho kết nối Smart Tivi Android box smart phone iPad ...chất lượng sóng wifi yếu..thỉnh thoảng châp chờn.. (Thiết bị cách khoảng 3m cũng không nhận full sóng)Hiện nay Tôi đang sử dụng thiết bị cũ DLink DIR-605L 2angten phát sóng còn mạnh, ổn định hơn sản phẩm vừa mua TP-Link Archer C50 4angten. Thiết bị phát wifi của nhà mạng Viettel và Dlink DIR-605L dù để xa thiết bị nhưng chất lượng sóng wifi vẫn tốt, không chập chờn. Tôi không hài lòng chất lượng sản phẩm này.	Negative
train_015494	Kem lỏng khô da k che được khuyết điểm nói chung mọi người đừng mua m mua về vứt xó	Negative
train_008891	Hàng đẹp bạn gái thích ok Chất lượng sản phẩm tuyệt vời	Positive
train_006793	Mang đi làm trời mưa thì bá báy bọ chét luôn 😂	Positive
train_007041	Hàng đẹp lắm ạ. Cho shop 5 sao nha 😂	Positive
train_003105	Rẻ- đẹp. Kpit chất lượng ra sao	Positive
train_015440	Điện thoại như cứt đừng tham rẻ mà mua	Negative
train_006145	Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh .chua xai nen chua biet the nao	Positive
train_008912	Rất đẹp 2 Đôi mình đặt vừa in tưởng hết tết mới nhận đi hàng may teets vaanx cos giasy moies	Positive
train_013480	Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn	Positive
train_009152	Đóng gói sản phẩm rất đẹp và chắc chắn hơi lỗi phần nách nhưng chấp nhận dk	Positive
train_007604	Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Đóng gói sản phẩm rất kém Đóng gói sản phẩm rất kém	Negative
train_006133	Bàn phím 7 màu?? 1 màu cũng không có. Không hề có đèn phía dưới phím luôn ấy. Quảng cáo cho lắm vào. Thất vọng!Chuột dùng 3 ngày thì hỏng.	Negative
train_014822	Mình đặt size 39 giao hàng size 36 lừa gạt Khách hàng à. Mua online nên mình hk mún mất time để làm khó nhau. Mình nghĩ các bạn chỉ bán hàng dc 1 lần cho mỗi KH chẳng thể nào dc lần 2 đâu.! Cho ve nhé	Negative
train_007936	Giao hàng nhanh màu đẹp .>< tuyệt vời luôn	Positive
train_013169	Cả giày cả dép đều đều ưng lắm ạ	Positive
train_012601	Giá cả chấp nhận được Đóng gói sản phẩm rất đẹp và chắc chắn	Positive
train_015954	Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất Ok.	Positive
train_015672	Chất lượng sản phẩm tốt mùi nam tính mạnh mẽ. Vỏ hộp và chai gia công đẹp gần như các loại nước hoa đắt tiền. Có lẽ do cơ thể mình nhiều mồ hôi nên lưu hương ko lâu khoảng 2h là bay hết chỉ nghe thoang thoảng nhẹ. Đóng gói sản phẩm rất đẹp và chắc chắn. Thời gian giao hàng rất nhanh đáng tiền.	Positive
train_002432	Đóng gói sản phẩm rất kém Thời gian giao hàng rất chậm. Mua 2 chai thì bị đổ ướt hết 1 chai. Thất vọng về đóng gói sp quá. Shop ở hà đông mà giao hành cũng lâu. Cứ tg có sẵn rồi thì tại Hn chỉ mất 1d như các shop khác. M mua nhiều rồi nhưng lầm này thất vọng. Nên chăm sóc khách hàng tốt hơn.	Negative
train_010044	Chất lượng sản phẩm tuyệt vời.Giày tốt nhất trong tầm giámỗi tội đế hơi cứng chút xíu.	Positive
train_012766	Xài qua tuýp thứ 2 mặt mình vẫn đang trong quá trình đẩy mụn. Theo mình nhận xét thì hiệu quả khá chậm không như quảng cáo là 24h.	Positive
train_013694	Chất lượng sản phẩm rất kém. Lam dung theo huong dan cai dat ma may ko hien mau xanh la sao ? Thu ket noi voi dien thoai thi len 5 vach cang det nhung lai la ao. Reset may lan lam lai van tuong tu. Can doi lai cai khac	Negative
train_010034	mình cứ nghĩ sẽ có 5 mẫu nhưng chỉ có hai mẫu cho 5 cái...:)(	Negative
train_009561	Sản phẩm wa kém chất lượng ko thể chấp nhận đc	Negative
train_014739	Hàng cũng đc. Sz bé so với số thực tế khoảng 2sz	Negative
train_001671	Sản phẩm nhìn ko chất lượng giờ chạy ko đúng mặc dù đã lấy lại giờ kim không chắc chắn . Nói chung là đồ lởm.	Negative
train_008028	Minh cung bị chật . Phai trừ hao 2 số . Chất liệu ok	Negative
train_006883	Rất không đáng tiền Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém	Negative
train_014839	Đúng Màu đúng hình rất đẹp mà còn rẻ nửa.	Positive
train_009621	Hàng rất đẹp. Rất ưng	Positive
train_006363	Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanhgiày đẹp Rất đáng tiền	Positive
train_008139	Màu son siêu xinh :3	Positive
train_015176	Chất liệu gì tốt Giáo hàng rất nhanh Nhưng dây hơi dài hihi Ks ns chung là tuyệt vời	Positive
train_010173	Mặc đc lần đã rách vải chứ k phải bung chỉ	Negative
train_000166	Mk mua sz 41 mà giao nhầm sz rộng ko đi đc😡	Negative
train_006847	Chán quá shop chọn sezi 2 con mình k mặc vừa chắc 2 năm nữa mới mặc mất	Positive
train_014644	Shop phục vụ rất kémbảo mua f3 phiên bản mới giao f3 cũ thì dán vào đâuquá thất vọngsản phẩm giá k đáng mà lm ăn như thế	Negative
train_015823	Shop giao thiếu váy này .	Negative
train_006516	Không biết do lỗi sản phảm hay chất lượng nữa. Mới mua khoảng 1 tháng thì 1 bên nghe không được 1 bên còn tốt	Negative
train_007403	Đáng với số tiền bỏ ra. Rất hài lòng	Positive
train_004102	Rất ưng ý cách shop đóng gói sản phẩm rất đẹp và chắc chắn bọc xốp bong bóng chắc sản phẩm không bao giờ bị tràn đổ. Shop phục vụ rất tốt Rất đáng tiền	Positive
train_008861	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh mùi keo khó chịu nhưng sp đẹp!!!	Positive
train_015496	Hàng chất lượng kém mình chưa dùng mà đã hỏng rồi .shop có thanh toán lại tiền không	Negative
train_014371	Chất lượng sản phẩm tam được với giá tiền chứa không tốt lắm Đống gói sản bên ngoài đẹp lắm mà mở ra thì chai dưỡng tóc bị chảy ra ngoài tùm lum giao hàng quá chậm gần 2 tuần mới có hàng mà shop ở tp mình cũng tp mà giao quá chặm cảm thấy thất vọng	Negative
train_008968	sạc cả ngày thay đủ loại sạc loại cáp mà vẫn nháy mức 2 đènk biết dc đổi k nữa nản thật	Negative
train_004654	Đồ dễ thương lam Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh	Positive
train_005102	hàng cực đẹp nhé ảnh rất nhiều mình mua nhiều nơi rồi giờ mới thấy 1 shop bán vừa rẻ vừa đẹp lại combo khủng như này... sẽ trở lại 1 ngày không xa	Positive
train_014062	Shop báo có thể giao hàng trong 2-3 ngày trước khi đặt trên shopee cũng hiện lên là giao trong 2-3 ngày thì mình mới đặt hàng nhưng hàng phải 1 tuần sau mới tới làm lỡ hết việc h chẳng biết làm gì với đống hàng hỏi thì shop không trả lời. Quạt có tay cầm chỉ toàn đen trong khi bảo giao đủ màu!	Negative
train_001834	Cushion đánh mịn mỏng. Da mình ngăm may vẫn ko bị lệch tone. B shop nhiệt tình hàng gói cẩn thận	Positive
train_006790	Son có mùi dầu hư ngửi mùi ko thích tí nào biết vậy ko mua rồi.	Negative
train_013528	tuyệt vời	Positive
train_007792	Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Sẽ ủng hộ shop dài dài 😍	Positive
train_006993	Chất lượng sản phẩm tuyệt vời nhưng bình hơi nhỏ so với mình nghĩ	Positive
train_013105	Lần đầu tiên mua hàng của shopkhá hài lòng. Hàng chuẩngiá yêu thươnggói hàng kĩ giao hàng nhanh.😍😍😍😍. Mình đã test nước tẩy trang và mặt nạ môi cảm nhận tốt.. Sẽ ủng hộ shop trong tgian tới.....	Positive
train_014063	Báo mua sản phẩm được tặng kèm bộ túi ví thời trang mà mình không hề nhận đưuọc sản phẩm khuyến mãi cũng không thấy thông báo gì từ tiki? Mình muốn có câu trả lời thoả đáng cho vẫn đề này?	Negative
train_013217	Chất lượng sản phẩm tuyệt vời. Dế hít có keo. Ko biết dán vài lần có còn dính k? Hàng đẹp. Ik hình.	Positive
train_013257	Đóng gói sản phẩm rất đẹp và chắc chắn. Nhưng sau khi xịt lỡ gãi 1 cái là thấy nguyên đường không đều màu. Với lại đọng mấy đốm trắng trắng ở lỗ chân lông nhìn rất không tự nhiên. Chỉ định mua xài thử thôi. Với lại tiền nào của đó giá như v cũng không đòi hỏi cao được	Positive
train_000648	Sản Phẩm tuyệt vời mặc dù da dầu mà dùng e này rất mướt k bị bết thích luôn. Cảm ơn shop nhiều ạ	Positive
train_000429	Rất đáng tiền ok	Positive
train_012560	Đèn quâ tối chả có tac dung gi Chất lượng sản phẩm kém Chất lượng sản phẩm kém Chất lượng sản phẩm kém	Negative
train_006442	Chất lượng sản phẩm tuyệt vời 👍👍	Positive
train_006723	Sản phẩm thấm nhanh. Shop đóng gói chắc chắn	Positive
train_009430	Ăn thấy cũng hơi ngon hehe	Positive
train_001245	Giày đẹp đi oke cảm ơn shop nhé	Positive
train_005727	Sản phẩm đúng mẫu đẹp giá rẻ. Cảm ơn shop nhiều! Còn đặt hàng thêm của shop tiếp ạ.	Positive
train_002988	Hàng nhận chẳng giống hình đăng! Từ sau ko bao giờ mua của shop này!	Negative
train_003008	Ghi là 5 đôi 39k xong ship có 1 đôi là sao shop?	Negative
train_011171	Túi dài nhưng hơi mỏng. Giá vậy là ok rồi	Positive
train_001147	Rong biển của shop ngon quá😍. Mua mới 2 ngày mà đã ăn hết 4 hộp rồi😅	Positive
train_007223	Đề nghị trả lại hàng mà shop ko trả lời	Negative
train_012173	Quạt lỗi ko đổi.cho khách.	Negative
train_007375	Kém!!! Hộp nát giày méo mó không thấy form. Chất lượng bth như F1 mà bảo là SF. Nhắn shop hỏi sao hộp với giày như thế thì bảo tại vận chuyển. Nếu biết là vì vận chuyển giày sẽ méo móp như thế thì sao không nhét giấy hay xốp vào để giữ form cho khách? Thật sự đừng mua giày ở shop này các bạn ạ :).	Negative
train_006038	từ khi thay đổi hãng vận chuyển thời gian giao hàng quá lâu.hãng giao hàng nhanh hơn ninja gì đó.	Negative
train_000143	"Khung viền kim loại thì máy chắc chắn hơn rồi, mà có hỗ trợ cả 4G thì cập nhật kịp thời r"	Positive
train_011671	Chất lượng sản phẩm tuyệt vời hơi khó lái	Positive
train_005802	Shop rep nhanh giao hàng nhanh còn được tặng thêm sample nữa	Positive
train_006983	Tôi chỉ có chút không hài lòng về đĩa CD thu bài nghe bị lỗi ở một số phần khiến cho người học thật khó chịu. Xin công ty kiểm tra kỹ chất lượng để giao cho khách hàng chất lượng tốt nhất. Xin cảm ơn!	Negative
train_007586	Đẹp quá. Đang cần gấp mà shop gửi lại nhanh! Rất đáng tiền	Positive
train_005893	Nó bị hở trên mũi giày nhưng ko biết làm sao để đổi hàng Chiếc đầu tiên bị hở còn chiếc sau thì ko bị	Positive
train_003457	Thứ cần nhất lại ko có bực mình	Negative
train_006945	Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh Mình nhận đc 45c mà chỉ bị xẹp 1 cái thôi. Bánh mới date xa nữa	Positive
