train_000214	từ khi thay_đổi hãng vận_chuyển thời_gian giao hàng quá lâu.hãng giao hàng nhanh hơn ninja gì đó .	1
train_000215	" khung viền kim_loại thì máy chắc_chắn hơn rồi , mà có hỗ_trợ cả 4g thì cập_nhật kịp_thời r "	0
train_000216	chất_lượng sản_phẩm tuyệt_vời hơi khó lái	0
train_000217	shop rep nhanh giao hàng nhanh còn được tặng thêm sample nữa	0
train_000218	tôi chỉ có chút không hài_lòng về đĩa cd thu bài nghe bị lỗi ở một_số phần khiến cho người học thật khó_chịu . xin công_ty kiểm_tra kỹ chất_lượng để giao cho khách_hàng chất_lượng tốt nhất . xin cảm_ơn !	1
train_000219	đẹp quá . đang cần gấp mà shop gửi lại nhanh ! rất đáng tiền	0
train_000220	nó bị hở trên mũi giày nhưng ko biết làm_sao để đổi hàng chiếc đầu_tiên bị hở còn chiếc sau thì ko bị	0
train_000221	thứ cần nhất lại ko có bực_mình	1
train_000222	chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh mình nhận đc 45c mà chỉ bị xẹp 1 cái thôi . bánh mới date xa nữa	0
train_000223	sản_phẩm hơi cũ bị xước nhẹ	0
train_000224	lúc đầu chưa biết sd thì hơi cứng vì mình kh dám bẻ sợ gãy . nhưng ib cho shop thì mình bẻ đc r . cảm_ơn shop . chúc shop mua may bán đắt	0
train_000225	chất_lượng sản_phẩm rất kém không đúng mô_tả	1
train_000226	thời gian giao hang lâu	0
train_000227	đã mua và đã hư chán.phần nhựa bị lỗi không_thể tháo ra .	1
train_000228	đã nhận được hàng đóng_gói cẩn_thận mua đợt khuyến_mại giá tốt	0
train_000229	nho hạt to như hình in trên hộp ăn rất ngon . đóng_gói sản_phẩm cẩn_thận .	0
train_000230	chất_son khá mềm_môi . màu khá đẹp nhưng phần vỏ ko dc chắc chắc khi_son thì thỏi_son nghiêng hẳn về 1 bên tì vào thành_thân_son . sau 2 ngày thì em nó gãy như này . mua chưa đầy 1 tháng .	1
train_000231	mình rất tin_tưởng tiki . đã đặt mua ở đây nhiều năm . đây là lần đầu mình mua giày trên tiki vậy_mà tiki kaij giao hàng giả hàng nhái cho mình . mình không ngờ tiki lại làm_ăn như_vậy . đây là hình_ảnh lúc mình mở_hàng ra . logo giả đế khác so với hàng thật dây giày không chắc như giày chính hãng ( mình có một đôi của biti ' s hunter rồi ) tiki làm như thế_này thì sao có_thể tin_tưởng được nữa chứ . mình rất bức_xúc về sản_phẩm này mình mong tiki có_thể giải_quyết vấn_đề này giúp mình .	1
train_000232	đóng_gói sản_phẩm rất đẹp và chắc_chắn sản_phẩm tốt	0
train_000233	ốp như hình . rất đẹp	0
